number of frame,current time (s),black to white (1/0 represents true/false),luminosity,saturation_rgb,saturation_hsv,chromatic variety,entropy of luminosity_gray,entropy of luminosity_rgb,four-scale contrast,eight-scale contrast,mean gray contrast / Peli contrast
79,3.16,0.0,78.08171063127686,0.43817165940987723,111.74072530864197,90162310197.44922,101823.51874450411,683959.1488350453,28.227335069444443,40.86897690007716,55.35967262693764
80,3.2,0.0,78.00985012880341,0.43797151852282085,111.68952980324075,90438040299.21484,101801.08527725772,684937.1742523593,28.393886477623457,41.18949869791667,55.27553253642935
81,3.24,0.0,77.95715051460365,0.43819024285460506,111.74441888503087,91204700904.00781,101742.38355817502,686076.4643283865,29.788277874228395,43.17464337384259,55.22479258294881
82,3.28,0.0,77.78171500680082,0.4422334167844537,112.7766864390432,91072694746.51953,101884.6786828273,686223.7247933868,30.27085648148148,43.823717447916664,55.13585983210997
83,3.32,0.0,77.79403678099365,0.4402059602650083,112.25928337191358,91440370803.97266,101912.63764605999,685471.3978416658,30.250579668209877,43.894456741898146,55.05241132612802
84,3.36,0.0,77.64730587724732,0.4429247525872347,112.95279176311729,91604781714.66016,101916.37833482146,686291.2164022838,31.688016975308642,45.875359519675925,54.978024294572215
85,3.4,0.0,77.41115569687857,0.4460583656355609,113.75122685185185,92450245299.2539,102141.98673286613,689291.1637088546,31.130909529320988,45.14162109375,54.82745321578961
86,3.44,0.0,77.33780692660788,0.4401994363890756,112.2578515625,93250070026.08203,102445.38719969521,690224.797041966,30.781494502314814,44.705882282021605,54.65738897894763
87,3.48,0.0,77.18238886719668,0.4397600539119759,112.1459944058642,94264742429.54688,102598.83202582298,692141.3699266198,31.436572145061728,45.65347246334876,54.528665058989525
88,3.52,0.0,76.98428657553777,0.44428584953600936,113.30016203703704,95467025555.5586,102707.99954548426,695325.1951803451,31.224838927469136,45.242488184799384,54.40407404617129
89,3.56,0.0,76.89109559754691,0.4397355649614433,112.13983603395062,96250788780.26172,103052.59492704067,696933.9699272063,31.38103732638889,45.55501205632716,54.25008102103672
90,3.6,0.0,76.7149782957421,0.4399897549645496,112.20440875771605,96723261603.99219,103215.68922081706,698183.2182606087,32.16099392361111,46.662301793981484,54.09247831867082
91,3.64,0.0,76.49898815298342,0.4449536962427618,113.47059558256173,96987157664.94922,103049.71129370679,700432.5592738527,31.729334008487655,45.93612099729938,53.99442267801219
92,3.68,0.0,76.43260644965892,0.44267672131597,112.89060812114198,96549019441.63672,103266.18193578003,699307.2574133402,31.549217785493827,45.76325400270062,53.901786787006515
93,3.72,0.0,76.31185735580448,0.4417108865041545,112.64525270061728,96747898775.66406,103272.93056826529,700205.578750174,31.841611689814815,46.16457634066358,53.811326091456145
